E_slope,E_intercept,nu,alpha_base,alpha_slope,SS316_T_ref,SS316_k_ref,SS316_alpha
-83629928.31613323,251293824324.11322,0.2371183334674571,9.00925304271611e-06,3.6570691932875875e-09,702.3496499509224,27.905514779094368,0.011273356472356626
-75997922.10953352,197050239242.7837,0.35910688116220246,7.471204358652449e-06,5.38476092404305e-09,797.9748695092818,20.89570528380642,0.01027526661803132
-53786601.448366866,165776109726.2565,0.26776380112939,1.0696979003141105e-05,5.018035133841162e-09,713.0835049295714,20.058934880654448,0.016349392141217736
-88770576.8454341,189077011363.9865,0.30124656240439707,1.2384864548348854e-05,5.0471967853144045e-09,786.6291817965448,25.78032689038227,0.014768909054419369
-73386029.58169726,222706753308.75604,0.32172788391309914,1.0448834225545277e-05,4.904295790548561e-09,1119.5097677544472,20.421337442759743,0.015306280420476671
-53356461.79249477,229403306460.9477,0.3584852981092028,8.785165610552654e-06,3.764970346133997e-09,1016.2860990404581,20.107388946695224,0.011503443765464064
-84465558.42562108,185444638122.45306,0.30337518460309115,1.1407003288768446e-05,6.259804215871165e-09,1070.4033139149108,24.55682600193846,0.015338010914697865
-56344984.66265819,229353560588.30023,0.30762845499253494,1.093601769780825e-05,3.682550273309665e-09,748.6207336066949,24.691307063150393,0.015651808564227827
-70274358.7648708,245228743164.56876,0.2764278426960908,6.555603224751813e-06,4.0548783243850725e-09,915.3139495006988,16.367570784778387,0.009837207817199243
-61408357.922165714,215740199311.38855,0.21860456402693357,8.455992915185142e-06,3.939128224493793e-09,932.8689857294768,23.75608125981179,0.009628626903214138
-80353898.30478528,245533168247.333,0.3479495833863456,6.631281063971325e-06,3.956726046416572e-09,694.65161932699,26.414058582249737,0.010196225947050084
-76617052.09600487,166719540721.1358,0.30985207628423567,9.636214453342219e-06,6.103727711894132e-09,1175.8282230666935,18.824818175463854,0.01232880030175354
-80610416.23001277,174593463928.17706,0.3348825974859864,9.805905470578018e-06,4.178999852676773e-09,755.9875979654046,25.748214056056128,0.013344375401809569
-57039619.61129775,204628405559.89276,0.21143210282407296,9.340824841240473e-06,4.054361155738085e-09,821.1765749364862,19.928912633511395,0.009914466179239315
-90375427.66309829,216963855975.33588,0.2731282267969226,1.038057849993972e-05,4.651351438173281e-09,966.4145191010613,26.53333558760864,0.0112439437131171
-74734660.90787607,145659170675.96976,0.3933527224750721,6.530178993107274e-06,4.477153399924065e-09,966.9417930421578,25.649533766265193,0.017229663657984486
-70130764.671368,231073639073.58087,0.3976928606792418,8.42924888065715e-06,5.5258576458245886e-09,1062.7324148483297,25.64400238562206,0.010794819922290692
-77940625.6588186,187319872923.07233,0.32528972242453746,6.8386757933258206e-06,3.790551026032359e-09,1097.257736016702,22.35247556480624,0.015135397163302545
-64905287.23070334,211580905865.85083,0.3371781222232164,6.873281878362666e-06,4.493430550399498e-09,666.7226002461164,28.63847975155113,0.01233503189826384
-55885766.42186968,245078390735.84274,0.32708687751922716,7.015992156033487e-06,3.83640723093097e-09,985.8298044602368,20.528802017417817,0.010234007473191835
